"","GID","GeneID"
"728040","728040","LINC02499"
"147172","147172","LRRC37BP1"
"400916","400916","CHCHD10"
"152756","152756","FAM218A"
"401172","401172","LINC02145"
"1018","1018","CDK3"
"27239","27239","GPR162"
"90423","90423","ATP6V1E2"
"2738","2738","GLI4"
"100505845","100505845","ROPN1L-AS1"
"6414","6414","SELENOP"
"100526794","100526794","NT5C1B-RDH14"
"400043","400043","LINC02381"
"100505806","100505806","SNHG18"
"58510","58510","PRODH2"
"728723","728723","ZBED3-AS1"
"644145","644145","EXOC1L"
"401177","401177","LINC02111"
"100144602","100144602","EPHA5-AS1"
"379013","379013","RNF138P1"
"121952","121952","METTL21EP"
"100508120","100508120","GMDS-DT"
"100873939","100873939","LNX1-AS1"
"2749","2749","GLUD1P3"
"100499177","100499177","THAP9-AS1"
"340074","340074","SLC25A48-AS1"
"100750326","100750326","HTT-AS"
"642826","642826","BMS1P2"
"100507377","100507377","LINC02882"
"285441","285441","F11-AS1"
"619351","619351","LINC00589"
"641339","641339","ZNF674"
"91948","91948","LINC00923"
"731424","731424","MIR3945HG"
"25850","25850","ZNF345"
"442247","442247","RFPL4B"
"644974","644974","ALG1L2"
"118425","118425","PCAT4"
"85358","85358","SHANK3"
"152641","152641","WWC2-AS2"
"162972","162972","ZNF550"
"100874047","100874047","LINC00499"
"140947","140947","DCANP1"
"100506305","100506305","LINC00958"
"441025","441025","LINC02483"
"389633","389633","FAM90A25P"
"100505702","100505702","LINC01094"
"132241","132241","RPL32P3"
"100507091","100507091","PITPNM2-AS1"
"100526739","100526739","CENPS-CORT"
"100131366","100131366","LINC00605"
"399881","399881","HNRNPKP3"
"378938","378938","MALAT1"
"79963","79963","ABCA11P"
"101410545","101410545","STPG2-AS1"
"5542","5542","PRB1"
"56137","56137","PCDHA12"
"348926","348926","FAM86EP"
"390667","390667","PTX4"
"677776","677776","SCARNA8"
"677772","677772","SCARNA6"
"100033438","100033438","SNORD116-26"
"100313923","100313923","MIR449C"
"677773","677773","SCARNA23"
"26770","26770","SNORD79"
"677780","677780","SCARNA11"
"677769","677769","SCARNA17"
"677775","677775","SCARNA5"
"100313780","100313780","MIR2278"
"100033436","100033436","SNORD116-25"
"26813","26813","SNORD36C"
"677681","677681","SCARNA20"
"100422847","100422847","MIR514B"
"100313842","100313842","MIR2276"
"692149","692149","SCARNA14"
"677763","677763","SCARNA21"
"677679","677679","SCARNA3"
"677774","677774","SCARNA1"
"100423036","100423036","MIR2355"
"100313886","100313886","MIR2116"
"641373","641373","NRON"
"729330","729330","OC90"
"100505659","100505659","LINC00967"
"431704","431704","RGS21"
"26025","26025","PCDHGA12"
"100874323","100874323","HOXA10-AS"
"286114","286114","LINC02153"
"653188","653188","GUSBP3"
"157627","157627","MIR124-1HG"
"100127983","100127983","C8orf88"
"168455","168455","CCDC71L"
"286135","286135","LINC02209"
"3206","3206","HOXA10"
"285627","285627","LINC01845"
"100507651","100507651","LINC01606"
"100128126","100128126","STAU2-AS1"
"399474","399474","TMEM200B"
"56100","56100","PCDHGB6"
"647174","647174","SERPINE3"
"149466","149466","C1orf210"
"644660","644660","RAD21-AS1"
"619344","619344","LINC01298"
"55000","55000","TUG1"
"388610","388610","TRNP1"
"100874052","100874052","LINC00534"
"285629","285629","LINC02159"
"100750225","100750225","PCAT1"
"100507341","100507341","SMIM18"
"56110","56110","PCDHGA5"
"342538","342538","NACA2"
"93668","93668","HPYR1"
"56108","56108","PCDHGA7"
"729375","729375","FAM86HP"
"152138","152138","PYDC2"
"101409258","101409258","OSGEPL1-AS1"
"286140","286140","RNF5P1"
"731779","731779","LINC01300"
"347051","347051","SLC10A5"
"143244","143244","EIF5AL1"
"100505718","100505718","LINC01592"
"100192378","100192378","ZFHX4-AS1"
"440138","440138","ALG11"
"552889","552889","ATXN7L3B"
"5591","5591","PRKDC"
"56109","56109","PCDHGA6"
"100874051","100874051","LZTS1-AS1"
"286184","286184","LINC01289"
"100288181","100288181","LNCOC1"
"9708","9708","PCDHGA8"
"646405","646405","TPTE2P1"
"9724","9724","UTP14C"
"11039","11039","GUSBP14"
"440695","440695","ETV3L"
"56106","56106","PCDHGA10"
"56105","56105","PCDHGA11"
"56103","56103","PCDHGB2"
"137075","137075","CLDN23"
"100128627","100128627","CDC42P3"
"339324","339324","ZNF260"
"619434","619434","LINC00051"
"100500773","100500773","SRSF3P2"
"286186","286186","LINC01299"
"286094","286094","LINC01591"
"4067","4067","LYN"
"54984","54984","PINX1"
"100289673","100289673","LINC01848"
"100128750","100128750","RBPMS-AS1"
"56099","56099","PCDHGB7"
"56104","56104","PCDHGB1"
"56112","56112","PCDHGA3"
"641648","641648","SNORD87"
"441355","441355","MIR2052HG"
"100133311","100133311","HOXA-AS3"
"100130155","100130155","MIR124-2HG"
"78998","78998","RHPN1-AS1"
"100049587","100049587","SIGLEC14"
"59351","59351","PBOV1"
"100528019","100528019","HSPB2-C11orf52"
"91056","91056","AP5B1"
"100506082","100506082","LINC02749"
"29082","29082","CHMP4A"
"89858","89858","SIGLEC12"
"90024","90024","FLJ20021"
"132430","132430","PABPC4L"
"4975","4975","OMP"
"54551","54551","MAGEL2"
"283106","283106","CSNK2A3"
"286102","286102","TMED10P1"
"399876","399876","NAV2-AS4"
"220906","220906","WAC-AS1"
"387715","387715","ARMS2"
"221122","221122","LINC02685"
"388015","388015","RTL1"
"8790","8790","FPGT"
"100507392","100507392","SENCR"
"100423062","100423062","IGLL5"
"92312","92312","MEX3A"
"1937","1937","EEF1G"
"5003","5003","SLC22A18AS"
"387751","387751","GVINP1"
"84769","84769","MPV17L2"
"493900","493900","TMEM9B-AS1"
"100499484","100499484","SUGT1P4-STRA6LP"
"729991","729991","BORCS8"
"619383","619383","SCARNA9"
"101410541","101410541","LINC00678"
"100526825","100526825","INMT-MINDY4"
"100874251","100874251","KIRREL3-AS2"
"10072","10072","DPP3"
"404734","404734","ANKHD1-EIF4EBP3"
"3846","3846","KRTAP5-9"
"55845","55845","BRK1"
"642623","642623","UBTFL1"
"100874012","100874012","NAV2-AS5"
"100132923","100132923","FAM66D"
"100873989","100873989","GRM5-AS1"
"653166","653166","OR1D4"
"100507205","100507205","LINC02740"
"57132","57132","CHMP1B"
"493861","493861","EID3"
"100532732","100532732","MSH5-SAPCD1"
"100130274","100130274","CCDC166"
"735301","735301","SNHG9"
"8587","8587","OR7E2P"
"399959","399959","MIR100HG"
"100526771","100526771","SMIM35"
"730013","730013","ABCC6P2"
"100288077","100288077","WTAPP1"
"23741","23741","EID1"
"255725","255725","OR52B2"
"79400","79400","NOX5"
"100500938","100500938","CCDC179"
"259289","259289","TAS2R43"
"8843","8843","HCAR3"
"255480","255480","TBX5-AS1"
"56145","56145","PCDHA3"
"55096","55096","EBLN2"
"100129083","100129083","SIGLEC10-AS1"
"101409254","101409254","LINC00681"
"59082","59082","CARD18"
"81488","81488","POLR2M"
"81343","81343","OR10V2P"
"283177","283177","B3GAT1-DT"
"79136","79136","LY6G6E"
"286103","286103","ZNF252P-AS1"
"91893","91893","FDXACB1"
"254559","254559","MIR9-3HG"
"26534","26534","OR10G2"
"401258","401258","RAB44"
"54661","54661","PCDHB17P"
"399815","399815","C10orf88B"
"84983","84983","FAM222A-AS1"
"100874053","100874053","JRKL-AS1"
"9865","9865","TRIL"
"400046","400046","LINC02389"
"124538","124538","OR4D2"
"23642","23642","SNHG1"
"100130776","100130776","AGAP2-AS1"
"80154","80154","GOLGA2P10"
"196475","196475","RMST"
"100528032","100528032","KLRC4-KLRK1"
"100463486","100463486","MTRNR2L8"
"497189","497189","TIFAB"
"259295","259295","TAS2R20"
"100506649","100506649","PXN-AS1"
"100874249","100874249","DENND5B-AS1"
"283487","283487","PRECSIT"
"1548","1548","CYP2A6"
"4498","4498","MT1JP"
"100874234","100874234","CACNA1C-AS4"
"1519","1519","CTSO"
"100463488","100463488","MTRNR2L10"
"84334","84334","COA8"
"10597","10597","TRAPPC2B"
"161582","161582","DNAAF4"
"3","3","A2MP1"
"84996","84996","URB1-AS1"
"9668","9668","ZNF432"
"387895","387895","LINC00944"
"283440","283440","ITFG2-AS1"
"100507203","100507203","SMLR1"
"259293","259293","TAS2R30"
"100862680","100862680","LINC00507"
"728622","728622","SKP1P2"
"100462983","100462983","MTRNR2L3"
"7556","7556","ZNF10"
"90649","90649","ZNF486"
"85027","85027","SMIM3"
"100131733","100131733","USP30-AS1"
"3145","3145","HMBS"
"100506393","100506393","LINC02398"
"7768","7768","ZNF225"
"653190","653190","ABCC6P1"
"51802","51802","ASIC5"
"259290","259290","TAS2R31"
"373863","373863","DND1"
"27164","27164","SALL3"
"11232","11232","POLG2"
"100129361","100129361","SMIM10L1"
"79290","79290","OR13A1"
"400087","400087","LINC02393"
"1556","1556","CYP2B7P"
"100462977","100462977","MTRNR2L1"
"100009676","100009676","ZBTB11-AS1"
"387837","387837","CLEC12B"
"10748","10748","KLRA1P"
"59348","59348","ZNF350"
"5222","5222","PGA5"
"100874370","100874370","CACNA1C-IT3"
"246744","246744","STH"
"56242","56242","ZNF253"
"100431172","100431172","KLRF2"
"84290","84290","CAPNS2"
"160728","160728","SLC5A8"
"100129128","100129128","KHDC1L"
"350383","350383","GPR142"
"3240","3240","HP"
"643037","643037","C11orf97"
"57189","57189","DENND11"
"100507066","100507066","CLIP1-AS1"
"26065","26065","LSM14A"
"283948","283948","NHLRC4"
"100131998","100131998","RRN3P3"
"574028","574028","CLLU1"
"283403","283403","LINC02874"
"5726","5726","TAS2R38"
"100132594","100132594","PGAM1P5"
"100128191","100128191","TMPO-AS1"
"283459","283459","GATC"
"256021","256021","LINC01619"
"10778","10778","ZNF271P"
"100381270","100381270","ZBED6"
"83956","83956","RACGAP1P1"
"8972","8972","MGAM"
"2342","2342","FNTB"
"729747","729747","ZNF878"
"643711","643711","PAFAH1B2P2"
"101101773","101101773","LINC00609"
"90589","90589","ZNF625"
"8693","8693","GALNT4"
"101055625","101055625","OVCH1-AS1"
"379025","379025","PSMA3-AS1"
"100506844","100506844","GIHCG"
"151534","151534","LBX2-AS1"
"255783","255783","INAFM1"
"10330","10330","CNPY2"
"93432","93432","MGAM2"
"729633","729633","MRS2P2"
"653786","653786","OTOAP1"
"1523","1523","CUX1"
"100533970","100533970","P2RX5-TAX1BP3"
"255411","255411","TEX49"
"100286844","100286844","BCDIN3D-AS1"
"130075","130075","OR9A4"
"643246","643246","MAP1LC3B2"
"400058","400058","MKRN9P"
"283332","283332","LINC02396"
"283432","283432","LINC00485"
"387254","387254","SLC7A5P2"
"136541","136541","PRSS58"
"23601","23601","CLEC5A"
"283404","283404","LINC00592"
"91612","91612","CHURC1"
"51750","51750","RTEL1"
"100532746","100532746","PPT2-EGFL8"
"147660","147660","ZNF578"
"64146","64146","PDF"
"493901","493901","RNASE12"
"283624","283624","LINC00641"
"283553","283553","LINC00640"
"246777","246777","SPESP1"
"145200","145200","LINC00239"
"728619","728619","ASB9P1"
"100874185","100874185","FRMD6-AS2"
"100505967","100505967","LINC00645"
"283592","283592","FAM181A-AS1"
"606","606","NBEAP1"
"100885779","100885779","LINC-ROR"
"100144604","100144604","LINC00930"
"84837","84837","ARHGAP5-AS1"
"53840","53840","TRIM34"
"100506412","100506412","LINC00871"
"196872","196872","LINC00638"
"100129794","100129794","SLC25A21-AS1"
"348120","348120","LINC01193"
"646243","646243","CXADRP2"
"128653","128653","C20orf141"
"100507118","100507118","PRC1-AS1"
"319085","319085","ITPK1-AS1"
"100628307","100628307","DIO2-AS1"
"100506172","100506172","LINC01568"
"645687","645687","LINC00520"
"283585","283585","LINC01148"
"6038","6038","RNASE4"
"4157","4157","MC1R"
"503835","503835","DUXA"
"90799","90799","CEP95"
"400236","400236","FOXN3-AS1"
"10381","10381","TUBB3"
"100533179","100533179","UBE2F-SCLY"
"388021","388021","TMEM179"
"7258","7258","TSPY1"
"440225","440225","NF1P2"
"100526835","100526835","FPGT-TNNI3K"
"283547","283547","LINC00639"
"29018","29018","FOXN3-AS2"
"100886964","100886964","PTCSC3"
"100996280","100996280","LINC00911"
"100532726","100532726","NDUFC2-KCTD14"
"100130933","100130933","SMIM6"
"100506433","100506433","LINC00648"
"145820","145820","LINC00924"
"503519","503519","LINC00929"
"646096","646096","CHEK2P2"
"317760","317760","ADAM20P1"
"441733","441733","PRKXP1"
"3690","3690","ITGB3"
"283761","283761","LINC00928"
"643664","643664","SLC35G6"
"100130855","100130855","USP3-AS1"
"100652749","100652749","SPATA8-AS1"
"100533106","100533106","ZHX1-C8orf76"
"283693","283693","ACTG1P17"
"283688","283688","LINC00927"
"100132724","100132724","DCAF13P3"
"2688","2688","GH1"
"648809","648809","EFL1P1"
"79178","79178","THTPA"
"390539","390539","OR4N3P"
"197003","197003","MGC15885"
"283692","283692","CPEB1-AS1"
"100306975","100306975","NDUFAF4P1"
"26589","26589","MRPL46"
"723972","723972","ANP32AP1"
"145978","145978","LINC00052"
"414899","414899","BLID"
"100129973","100129973","CERNA1"
"7302","7302","TYRO3P"
"283687","283687","ST20-AS1"
"253044","253044","LINGO1-AS1"
"100506686","100506686","IQCH-AS1"
"731223","731223","LINC01220"
"7190","7190","HSP90B2P"
"100506874","100506874","LINC00933"
"146429","146429","SLC22A31"
"646627","646627","LYPD8"
"283914","283914","LINC01566"
"390561","390561","HERC2P10"
"139538","139538","VENTXP1"
"100287216","100287216","SH3RF3-AS1"
"791114","791114","PWRN1"
"283888","283888","IL21R-AS1"
"29890","29890","RBM15B"
"140828","140828","LINC00261"
"100507588","100507588","TGFBR3L"
"100288911","100288911","CRIM1-DT"
"3217","3217","HOXB7"
"647979","647979","NORAD"
"100506655","100506655","LCMT1-AS2"
"729597","729597","SPDYE6"
"90586","90586","AOC4P"
"727915","727915","AGBL1-AS1"
"23732","23732","FRRS1L"
"100134229","100134229","KDM7A-DT"
"100527963","100527963","PMF1-BGLAP"
"644649","644649","APOOP5"
"729739","729739","PPIAP46"
"100505619","100505619","LINC00919"
"100526831","100526831","SLX1B-SULT1A4"
"283738","283738","NTRK3-AS1"
"4360","4360","MRC1"
"94086","94086","HSPB9"
"80072","80072","HEXA-AS1"
"147429","147429","AQP4-AS1"
"149086","149086","LDC1P"
"441818","441818","WBP11P1"
"642658","642658","SCX"
"100996669","100996669","LINC01544"
"100289092","100289092","ATP2A1-AS1"
"729177","729177","NBAT1"
"100506581","100506581","C16orf95"
"4500","4500","MT1L"
"791115","791115","PWRN2"
"100507321","100507321","ERVK13-1"
"197187","197187","SNAI3-AS1"
"100505776","100505776","LINC01541"
"390732","390732","CES1P2"
"401613","401613","SERTM2"
"150967","150967","LINC01963"
"283932","283932","FBXL19-AS1"
"283902","283902","HCCAT5"
"100287559","100287559","ADPGK-AS1"
"343702","343702","XKR7"
"9236","9236","CCPG1"
"644242","644242","LINC00622"
"100288079","100288079","GS1-279B7.1"
"645638","645638","WFDC21P"
"6818","6818","SULT1A3"
"100996255","100996255","LINC02256"
"100861554","100861554","LINC00563"
"100507421","100507421","TMEM178B"
"400533","400533","LINC02167"
"100506070","100506070","RBFADN"
"83481","83481","EPPK1"
"376412","376412","RNF126P1"
"728276","728276","CLEC19A"
"100507290","100507290","ZNF865"
"23246","23246","BOP1"
"124149","124149","ANKRD26P1"
"653075","653075","GOLGA8T"
"100507679","100507679","MUC22"
"89838","89838","ULK4P1"
"401720","401720","FIGNL2"
"100652740","100652740","PYCARD-AS1"
"5175","5175","PECAM1"
"100128881","100128881","VPS9D1-AS1"
"646278","646278","PDCD6IPP2"
"100874187","100874187","LINC00559"
"100128822","100128822","LINC01003"
"347688","347688","TUBB8"
"606551","606551","UBE2MP1"
"100288730","100288730","PAN3-AS1"
"284648","284648","LINC01686"
"729355","729355","TP53TG3B"
"284215","284215","DLGAP1-AS5"
"100506060","100506060","SMG1P7"
"340393","340393","TMEM249"
"100507050","100507050","TPBGL"
"100287362","100287362","PRSS46P"
"8139","8139","GAN"
"440359","440359","YBX3P1"
"728310","728310","GOLGA6L7"
"83482","83482","SCRT1"
"100505583","100505583","LINC00838"
"3250","3250","HPR"
"146481","146481","FRG2DP"
"146336","146336","SSTR5-AS1"
"337873","337873","H2BC20P"
"645355","645355","MIR3976HG"
"653061","653061","GOLGA8S"
"283867","283867","LINC00922"
"100505817","100505817","LINC02582"
"100129654","100129654","TCF24"
"100287616","100287616","LOXL1-AS1"
"148189","148189","LINC00662"
"8190","8190","MIA"
"56107","56107","PCDHGA9"
"100507003","100507003","GFY"
"26102","26102","DKFZP434A062"
"84054","84054","PCDHB19P"
"400500","400500","BCAR4"
"56102","56102","PCDHGB3"
"79585","79585","CORO7"
"4321","4321","MMP12"
"100507501","100507501","LINC01569"
"100529211","100529211","TMEM256-PLSCR3"
"643669","643669","CCER2"
"56111","56111","PCDHGA4"
"10418","10418","SPON1"
"6182","6182","MRPL12"
"147646","147646","C19orf84"
"92002","92002","CCNQ"
"245","245","ALOX12P2"
"2969","2969","GTF2I"
"10780","10780","ZNF234"
"727758","727758","ROCK1P1"
"100294362","100294362","RNF213-AS1"
"100820829","100820829","MYZAP"
"202020","202020","TAPT1-AS1"
"653505","653505","PPIAL4A"
"100847089","100847089","MIR5584"
"100422881","100422881","MIR3170"
"101101775","101101775","TMEM220-AS1"
"100616350","100616350","MIR4660"
"100616337","100616337","MIR4747"
"100289255","100289255","TMEM238L"
"100616224","100616224","MIR4753"
"100616299","100616299","MIR4450"
"100847057","100847057","MIR5189"
"644172","644172","MAPK8IP1P2"
"100847086","100847086","MIR5699"
"100422905","100422905","MIR4311"
"100616144","100616144","MIR548AN"
"100616130","100616130","MIR4526"
"9641","9641","IKBKE"
"100847020","100847020","MIR5582"
"100616277","100616277","MIR4522"
"100616151","100616151","MIR4480"
"388692","388692","LINC02591"
"100616152","100616152","MIR4804"
"100500865","100500865","MIR3936"
"727896","727896","CHORDC1P4"
"100422861","100422861","MIR4306"
"100847088","100847088","MIR5586"
"4477","4477","MSMB"
"100616317","100616317","MIR4777"
"100616274","100616274","MIR4802"
"100847063","100847063","MIR548AX"
"100379141","100379141","SNORA70D"
"100847010","100847010","MIR5581"
"100616438","100616438","MIR4632"
"100423023","100423023","MIR3197"
"100846998","100846998","MIR5689"
"400655","400655","LINC02864"
"100616269","100616269","MIR4639"
"201477","201477","DLGAP1-AS3"
"100422953","100422953","MIR3165"
"100847083","100847083","MIR548AV"
"339290","339290","LINC00667"
"2658","2658","GDF2"
"26807","26807","SNORD43"
"100616229","100616229","MIR4473"
"100422866","100422866","MIR3115"
"100500876","100500876","MIR3675"
"100500878","100500878","MIR3679"
"100131347","100131347","RDM1P5"
"100616498","100616498","MIR378E"
"100616479","100616479","MIR4635"
"100616486","100616486","MIR4698"
"100616420","100616420","MIR4744"
"100616204","100616204","MIR4729"
"101410534","101410534","DLGAP1-AS4"
"100616214","100616214","MIR4667"
"100500885","100500885","MIR3925"
"100616413","100616413","MIR4462"
"100500919","100500919","MIR548Y"
"440712","440712","RHEX"
"100422963","100422963","MIR4290"
"100616304","100616304","MIR4499"
"100616429","100616429","MIR4672"
"100616241","100616241","MIR4717"
"100616330","100616330","MIR4491"
"100616210","100616210","MIR4737"
"100847075","100847075","MIR5685"
"100422851","100422851","MIR4316"
"100616187","100616187","MIR4783"
"100616421","100616421","MIR4689"
"100616368","100616368","MIR4688"
"100616161","100616161","MIR4795"
"100616344","100616344","MIR3689D2"
"100500901","100500901","MIR3928"
"100422928","100422928","MIR3127"
"100616253","100616253","MIR4762"
"100500906","100500906","MIR3689B"
"100422940","100422940","MIR4305"
"100422943","100422943","MIR3189"
"100506898","100506898","MAGOH2P"
"100616262","100616262","MIR4701"
"653268","653268","AGAP7P"
"100151683","100151683","RNU4ATAC"
"100500831","100500831","MIR3912"
"100422925","100422925","MIR4322"
"100616246","100616246","MIR4799"
"100131655","100131655","ZNF236-DT"
"100616417","100616417","MIR4786"
"100616360","100616360","MIR2467"
"26811","26811","SNORD55"
"100500843","100500843","MIR3922"
"100616426","100616426","MIR4694"
"100616435","100616435","MIR4801"
"100847036","100847036","MIR5186"
"388677","388677","NOTCH2NLA"
"100423020","100423020","MIR4258"
"100616116","100616116","MIR4648"
"100422947","100422947","MIR3122"
"140735","140735","DYNLL2"
"100422986","100422986","MIR3125"
"100616380","100616380","MIR4671"
"100616183","100616183","MIR4513"
"100846996","100846996","MIR5007"
"100422904","100422904","MIR3193"
"100500916","100500916","MIR3180-5"
"100616484","100616484","MIR4470"
"100616384","100616384","MIR548AC"
"4622","4622","MYH4"
"100616117","100616117","MIR4653"
"100422835","100422835","MIR3183"
"100616401","100616401","MIR4520-1"
"100616432","100616432","MIR4714"
"100847072","100847072","MIR5008"
"100423021","100423021","MIR4298"
"100422879","100422879","MIR3124"
"100500841","100500841","MIR3678"
"56957","56957","OTUD7B"
"440423","440423","SUZ12P1"
"100847035","100847035","MIR548AR"
"619570","619570","SNORD95"
"100422997","100422997","MIR4257"
"100422880","100422880","MIR3162"
"100616175","100616175","MIR4633"
"100500809","100500809","MIR23C"
"100423041","100423041","MIR4296"
"147525","147525","LINC00526"
"100128977","100128977","MAPT-AS1"
"100422981","100422981","MIR3173"
"100616482","100616482","MIR4685"
"100616434","100616434","MIR4755"
"100847051","100847051","MIR5194"
"100616471","100616471","MIR4798"
"100422912","100422912","MIR3200"
"100422858","100422858","MIR4285"
"100422896","100422896","MIR3140"
"100616171","100616171","MIR4752"
"100422871","100422871","MIR3117"
"100422908","100422908","MIR3129"
"100616342","100616342","MIR4638"
"100616195","100616195","MIR4718"
"100616379","100616379","MIR4511"
"100616158","100616158","MIR4505"
"503645","503645","DPRXP4"
"100422957","100422957","MIR3131"
"100423025","100423025","MIR3198-1"
"100422909","100422909","MIR4295"
"100616157","100616157","MIR4772"
"100616164","100616164","MIR4420"
"100616271","100616271","MIR4637"
"100422895","100422895","MIR4294"
"100847050","100847050","MIR5191"
"100616493","100616493","MIR4441"
"100847007","100847007","MIR5696"
"100652770","100652770","DSG2-AS1"
"100500908","100500908","MIR3613"
"100500859","100500859","MIR3921"
"100500814","100500814","MIR3616"
"100616278","100616278","MIR4540"
"100616492","100616492","MIR378F"
"100423011","100423011","MIR3138"
"100616441","100616441","MIR4474"
"6459","6459","SH3GL1P2"
"100616359","100616359","MIR4730"
"100847059","100847059","MIR5094"
"100847015","100847015","MIR5691"
"100847039","100847039","MIR5092"
"692209","692209","SNORD92"
"100847067","100847067","MIR5089"
"100616219","100616219","MIR4765"
"23614","23614","PPY2P"
"100616410","100616410","MIR4692"
"100500871","100500871","MIR3622B"
"100616160","100616160","MIR4655"
"100616327","100616327","MIR4484"
"100507410","100507410","C1QTNF1-AS1"
"100500904","100500904","MIR3942"
"2702","2702","GJA5"
"100616125","100616125","MIR4731"
"100422936","100422936","MIR3153"
"100422899","100422899","MIR3190"
"100422875","100422875","MIR3192"
"26796","26796","SNORD53"
"100506779","100506779","TSPOAP1-AS1"
"100423019","100423019","MIR4307"
"100422996","100422996","MIR4262"
"100422987","100422987","MIR3202-1"
"100616132","100616132","MIR4728"
"100616301","100616301","MIR4674"
"653145","653145","ANXA8"
"100422971","100422971","MIR4312"
"100616343","100616343","MIR4677"
"5949","5949","RBP3"
"100616118","100616118","MIR4486"
"100500867","100500867","MIR3684"
"100423043","100423043","MIR4269"
"100422938","100422938","MIR3142"
"9939","9939","RBM8A"
"100616268","100616268","MIR4472-1"
"100423039","100423039","MIR3132"
"100500891","100500891","MIR3935"
"100616300","100616300","MIR4710"
"503640","503640","ARGFXP2"
"100616475","100616475","MIR548AD"
"100500824","100500824","MIR3650"
"100422965","100422965","MIR4263"
"100847008","100847008","MIR4524B"
"100847004","100847004","MIR5188"
"100287932","100287932","TIMM23"
"100422859","100422859","MIR3136"
"414212","414212","GLUD1P2"
"728606","728606","PCAT18"
"100616322","100616322","MIR4682"
"100616192","100616192","MIR4679-2"
"100847049","100847049","MIR4999"
"100500911","100500911","MIR3944"
"100422824","100422824","MIR3128"
"100422979","100422979","MIR4324"
"100422929","100422929","MIR4261"
"100616159","100616159","MIR4779"
"100616206","100616206","MIR4652"
"100616208","100616208","MIR4782"
"100422984","100422984","MIR4308"
"100423032","100423032","MIR3121"
"100500866","100500866","MIR3941"
"100616266","100616266","MIR4733"
"100500850","100500850","MIR3682"
"100616249","100616249","MIR4768"
"441263","441263","DTX2P1-UPK3BP1-PMS2P11"
"284085","284085","KRT18P55"
"729950","729950","LINC01915"
"27246","27246","RNF115"
"100422907","100422907","MIR3156-2"
"100616499","100616499","MIR4435-1"
"100616399","100616399","MIR4436A"
"100847048","100847048","MIR5690"
"100132417","100132417","FCGR1CP"
"100422934","100422934","MIR3143"
"100616491","100616491","MIR3978"
"100500801","100500801","MIR3659"
"100847032","100847032","MIR5707"
"100422992","100422992","MIR3151"
"100616318","100616318","MIR4664"
"6139","6139","RPL17"
"100616339","100616339","MIR548AE2"
"100616398","100616398","MIR4681"
"100422948","100422948","MIR4284"
"118738","118738","ZNF488"
"440224","440224","CXADRP3"
"284233","284233","CYP4F35P"
"100422860","100422860","MIR4292"
"9554","9554","SEC22B"
"100500835","100500835","MIR3907"
"100423012","100423012","MIR3177"
"100500857","100500857","MIR3939"
"100616216","100616216","MIR4797"
"100616181","100616181","MIR4514"
"100616258","100616258","MIR4516"
"100616284","100616284","MIR4489"
"100616425","100616425","MIR4748"
"100616402","100616402","MIR4696"
"100500802","100500802","MIR3685"
"100422887","100422887","MIR4280"
"100422967","100422967","MIR3146"
"400643","400643","LINC00668"
"100130480","100130480","LINC01387"
"100616313","100616313","MIR4749"
"100422829","100422829","MIR4319"
"10628","10628","TXNIP"
"100616449","100616449","MIR4725"
"100616231","100616231","MIR4519"
"790952","790952","ESRG"
"100500854","100500854","MIR3671"
"100128893","100128893","GATA6-AS1"
"100500819","100500819","MIR3609"
"23380","23380","SRGAP2"
"100616348","100616348","MIR4659A"
"100500816","100500816","MIR3649"
"100616182","100616182","MIR4500"
"100847003","100847003","MIR5693"
"57597","57597","BAHCC1"
"677882","677882","SNORA59B"
"83593","83593","RASSF5"
"100847087","100847087","MIR5192"
"100847031","100847031","MIR5700"
"100422945","100422945","MIR4326"
"100616397","100616397","MIR4440"
"100616481","100616481","MIR4423"
"100847028","100847028","MIR5587"
"100616243","100616243","MIR4759"
"100847080","100847080","MIR5190"
"100616409","100616409","MIR4711"
"100500813","100500813","MIR3646"
"100422939","100422939","MIR3147"
"92335","92335","STRADA"
"100616308","100616308","MIR4666A"
"100422944","100422944","MIR3186"
"5408","5408","PNLIPRP2"
"100500870","100500870","MIR3926-1"
"100422918","100422918","MIR3167"
"1517","1517","CTSLP2"
"100422980","100422980","MIR4323"
"100422974","100422974","MIR3178"
"100423037","100423037","MIR3176"
"100847023","100847023","MIR5091"
"100422874","100422874","MIR4279"
"100616430","100616430","MIR4644"
"136259","136259","KLF14"
"100126313","100126313","MIR744"
"100616405","100616405","MIR4518"
"100847022","100847022","MIR5093"
"100616114","100616114","MIR4668"
"100500826","100500826","MIR3909"
"100616280","100616280","MIR4503"
"284565","284565","NBPF15"
"100847021","100847021","MIR5002"
"100616294","100616294","MIR4740"
"100422955","100422955","MIR4273"
"645158","645158","CBX3P2"
"100422892","100422892","MIR3157"
"8031","8031","NCOA4"
"100616326","100616326","MIR4636"
"100616328","100616328","MIR4424"
"100616349","100616349","MIR4451"
"100847076","100847076","MIR5580"
"440419","440419","TBC1D3P5"
"100616371","100616371","MIR4746"
"100423006","100423006","MIR3179-3"
"100423014","100423014","MIR3196"
"54460","54460","MRPS21"
"100616178","100616178","MIR4641"
"100616480","100616480","MIR4479"
"100616212","100616212","MIR3689F"
"2662","2662","GDF10"
"100616490","100616490","MIR4706"
"100500828","100500828","MIR3619"
"100423001","100423001","MIR3145"
"100616163","100616163","MIR4530"
